"","chr.type","chr","loc.name","pos","mQTL.lod","mQTL.asymp.p","vQTL.lod","vQTL.asymp.p","mvQTL.lod","mvQTL.asymp.p","m__est__(Intercept)","m__est__BreedTypeInbred","m__est__mean.QTL.add","m__est__BreedTypeInbred:mean.QTL.add","m__se__(Intercept)","m__se__BreedTypeInbred","m__se__mean.QTL.add","m__se__BreedTypeInbred:mean.QTL.add","v__est__(Intercept)","v__est__BreedTypeInbred","v__est__var.QTL.add","v__est__BreedTypeInbred:var.QTL.add","v__se__(Intercept)","v__se__BreedTypeInbred","v__se__var.QTL.add","v__se__BreedTypeInbred:var.QTL.add"
"1451","A","4","umc1808",3212.97,0,1,0,1,0,1,7304.32123541056,-1715.87899877112,-615.208085630061,977.098829611643,735.325515501352,798.995993264461,458.414341144984,498.425154283145,16.6552559914542,-0.467380077234086,-0.124297721704926,0.0687084214079768,0.384396311759026,0.436306229076779,0.251413348105897,0.283927627800921
"1452","A","4","mmp3",3215.97,0,1,0,1,0,1,7304.40689877783,-1559.5560332833,-615.229681732405,859.292144371073,735.424121322888,795.235459000725,458.503569750925,497.989376780913,16.6552395108006,-0.475340118862629,-0.124254632773991,0.0791875601296975,0.377883850590917,0.426254222012055,0.24716286816061,0.27879554515883
"1453","A","4","gpm874a",3216.75,0,1,0,1,0,1,7304.25112609141,-1551.63702203935,-615.153957855121,853.807157022674,735.318981615069,794.068261261965,458.408991315217,497.383195835828,16.6552651198763,-0.481549212916273,-0.124303682596611,0.084659696519784,0.37721934280628,0.42493248443935,0.246719272822326,0.277952916072621
"1454","A","4","asg27a",3218.17,0,1,0,1,0,1,7306.33904083988,-1554.47039819259,-617.19843712011,856.537602407839,735.20884105699,793.960276271293,458.587038235475,497.555087115469,16.6549398745873,-0.481235414383518,-0.124154269329465,0.0844858189624631,0.377023089658641,0.424705587423828,0.246705400028281,0.277915845569242
"1455","A","4","umc1476",3222.17,-1.97494265150113e-13,1,-1.97494265150113e-13,1,0,1,6830.26692034976,-898.196864241443,-224.607969473027,315.022967915975,723.395651349645,780.674787263846,456.07488511771,494.740471485162,16.712179439194,-0.499581517704399,-0.17270722882727,0.0975056613083703,0.439061261473283,0.495053557803148,0.297245882366524,0.334925194833872
"1456","A","4","bnlg1444",3222.57,0,1,0,1,0,1,6830.26513663462,-898.210027580544,-224.606369003516,315.034480183061,723.395400520399,780.674704433725,456.074685342691,494.740186350064,16.7121795356365,-0.499582404899341,-0.172707366294025,0.0975067267277486,0.439014733626604,0.495001346823777,0.29721438015793,0.334889650819599
"1457","A","4","gol1",3223.37,0,1,0,1,1.97494265150113e-13,1,6830.26213348197,-844.178728029634,-224.602588908377,263.822230093185,723.399478371135,787.579763105871,456.076890042276,496.165729450079,16.7121832432379,-0.445270632683539,-0.172710331138254,0.050721633885265,0.444560695802489,0.504778220540888,0.300969015424643,0.339639689742534
"1458","A","4","gpm433",3224.37,0,1,0,1,0,1,6830.45924887881,-865.277917748158,-224.787751135601,281.712143831235,723.400567918565,789.736657089651,456.090542511933,497.48238241089,16.7121914633405,-0.435383267644106,-0.172729614288208,0.042185143661204,0.433637675068683,0.493827361113124,0.293583968628602,0.332325310426337
"1459","A","4","bnl7.65",3224.87,0,1,0,1,0,1,6886.43349205965,-952.671468551033,-282.679871831241,366.484911329012,720.262326456251,787.006956918591,463.158403288547,504.081956263013,16.7143290546854,-0.435490255165103,-0.181481408821563,0.0485735727820639,0.417590848816587,0.476018692575547,0.289398606376368,0.326311289244103
"1460","A","4","bnl10.05",3226.17,0,1,0,1,0,1,6868.54850136087,-971.678960509895,-293.186120253064,411.414102384432,675.91308509364,742.819556663172,450.990138230027,491.644401987402,16.6888208592128,-0.432239238035814,-0.17234182478371,0.0573363509117172,0.396789130827057,0.455904572255212,0.28671718236362,0.323298715772058
"1461","A","4","bnlg2244",3227.17,0,1,0,1,0,1,6820.86792705447,-896.460975957119,-247.815585965467,344.590807610043,673.26482208937,735.501034368277,452.741091492649,491.830972415966,16.6894835038203,-0.467199739401546,-0.173763209372379,0.0895263382358626,0.39397593007338,0.450552235200121,0.287365483505832,0.322801835219733
"1462","A","4","umc1899",3230.67,0,1,0,1,0,1,7030.86271133993,-1149.6891895484,-486.500844783431,623.7692572698,633.876250853683,699.342340306222,459.511989419687,498.352228071473,16.5923607229292,-0.367237993694712,-0.074305702697659,-0.0145180291494061,0.371895448593324,0.426148435193884,0.27991577842287,0.313482721686759
"1463","A","4","gpm466a",3233.68,0,1,0,1,0,1,6857.42055342756,-973.543467334933,-313.736476321618,448.459400917575,617.668521004671,684.633719588576,453.516163232906,492.747621988007,16.6018148607592,-0.377126545450451,-0.0796744421729556,-0.00860970692922822,0.398656400084625,0.460263912489556,0.305589946037826,0.3430563936058
"1464","A","4","umc158",3233.97,0,1,0,1,0,1,6858.54273914041,-974.590210197717,-315.127930933174,449.737427884469,617.302468752087,684.356810102479,453.378361604137,492.64252190988,16.6011809961392,-0.376288156029058,-0.0789767272336757,-0.00947574549205427,0.407129199739034,0.4701221045368,0.312069495071374,0.35037569649931
"1465","A","4","gpm805a",3234.08,0,1,0,1,1.97494265150113e-13,1,6858.55071034262,-974.57825619637,-315.136920161589,449.728136365204,617.304009910311,684.357100271997,453.380029293441,492.642578375205,16.6011821754339,-0.376286258806659,-0.0789785356813558,-0.00947650736390147,0.407011905394163,0.469985110089662,0.311980185286371,0.350273662595505
"1466","A","4","bnlg2162",3235.77,0,1,0,1,0,1,6890.93260825998,-1043.23888053263,-356.438571234693,518.556032781493,604.323149635207,677.556117432566,447.296927482838,487.552543512017,16.5804990903038,-0.321571837125574,-0.0563158985085649,-0.0627235545700859,0.37367580280554,0.434899633999187,0.285399092004141,0.32141087940274
"1467","A","4","mmp70",3236.07,0,1,0,1,0,1,6889.15843813837,-1041.51715791285,-354.570565140239,516.732601035505,604.117824224152,677.376295327751,447.12648743942,487.397724890567,16.5806235312087,-0.321675921160691,-0.0563980567782705,-0.0626611934627763,0.374060796650405,0.435398011481917,0.285697763996562,0.321776371626316
"1468","A","4","IDP1991",3238.96,0,1,0,1,0,1,6889.870995271,-1032.68844107553,-355.479898194158,510.377651841132,604.100467844425,676.601596518524,447.206077941569,487.718978059094,16.5805911557861,-0.32953863267878,-0.0564142466961737,-0.0555689930542111,0.369749396782218,0.43023124237902,0.282464008372687,0.318444738867486
"1469","A","4","IDP100",3240.77,-1.97494265150113e-13,1,0,1,0,1,6892.82045198206,-1016.48498209368,-365.130083140398,505.037964129963,599.254750163988,671.132327780218,454.053297722646,494.598885001418,16.5678011322716,-0.328209286920116,-0.0416214896831292,-0.0602480043369274,0.362284108288603,0.421465606693408,0.2809695606205,0.31652157194403
"1470","A","4","gpm39",3245.32,0,1,0,1,0,1,6119.34339262416,26.8232295907192,561.819815536506,-678.97104455117,537.85572182634,608.544915240321,464.182936000697,501.632376378189,16.3693254423395,-0.101437936251067,0.16762782025623,-0.317177870881543,0.331378618622985,0.379363809208726,0.25766252113728,0.289677009571766
"1471","A","4","AY112127",3247.77,0,1,0,1,0,1,6119.77950926246,23.5461099354654,561.352970040941,-676.466636699753,537.868944437392,607.384250779922,464.22703408538,501.331769580722,16.3693928033265,-0.108022667116751,0.167623222207253,-0.310672511511727,0.331354232425811,0.378788037930777,0.257664473198815,0.289422986861544
"1472","A","4","IDP188",3248.52,0,1,0,1,0,1,6109.18238945041,-10.240090127848,572.851287463494,-643.025601275519,536.449942315501,606.39925383209,462.703095677659,499.775777531231,16.3655109315694,-0.090922889990792,0.169826803862724,-0.329640320599951,0.34758753647325,0.396961011452078,0.269631334439378,0.303001927462341
"1473","A","4","ufg23",3259.97,0,1,0,1,0,1,5998.46178334764,52.6237802796672,603.153235895885,-618.561006906979,560.025661042631,639.930657000012,477.215257679978,520.525950805815,16.2419268975383,0.0652581807173772,0.258533449864985,-0.438865982909988,0.373157199159553,0.424744183926577,0.277462451603451,0.313776568435434
"1474","A","4","IDP276",3266.07,-1.97494265150113e-13,1,-1.97494265150113e-13,1,-1.97494265150113e-13,1,6015.41712509197,71.7633409768116,668.69113080403,-727.095577761001,545.419546520843,612.642578314027,467.149802914344,504.50361595391,16.3579020640656,-0.0945875389503697,0.168435718222125,-0.317452955659931,0.350616322558458,0.398179947001233,0.27117688833533,0.304563708802709
"1475","A","4","AY110631",3270.07,0,1,0,1,0,1,5858.57353448807,174.716529229762,896.522812778956,-897.628577701489,534.297342895902,601.662233917643,472.05297773575,509.963963848869,16.3466728375696,-0.0996637574424669,0.166330291098369,-0.296613699871431,0.346915018280171,0.395427266795661,0.276375199635118,0.310384226045103
"1476","A","4","umc2285",3274.97,0,1,0,1,0,1,5986.2916814693,167.304295611647,768.613985736302,-899.349208507053,522.744124586178,593.397413070769,467.902253535001,504.986445752881,16.3571669020707,-0.0695421249268658,0.170834379178607,-0.356103911710687,0.318424752173707,0.36444879017552,0.255071289004651,0.28681256322469
"1477","A","4","npi270",3276.67,1.97494265150113e-13,0.999999999999901,0,1,1.97494265150113e-13,1,5986.40224647082,169.830723001298,768.484591670821,-902.452143504357,522.848792339187,593.438859992117,467.995561473884,505.310986710489,16.3573728639436,-0.0710981678799735,0.170647989762322,-0.354813975277577,0.324485304136841,0.371395829390641,0.259966435994819,0.292488703673689
"1478","A","4","ssu1",3282.17,-1.97494265150113e-13,1,-1.97494265150113e-13,1,-1.97494265150113e-13,1,5986.43560682718,-6.65054497253748,768.464975743578,-712.347306890589,522.775676676099,587.811126459324,467.898662662064,504.614825752806,16.3573154279942,-0.140690810457394,0.170701067846559,-0.266315466682459,0.381355229972358,0.435532403709181,0.305488891757203,0.342748895898065
"1479","A","4","gpm867",3282.86,0,1,0,1,0,1,5986.52244580067,2.11347029255768,768.352361460503,-722.903265279961,522.765954332066,590.15848091613,467.87471315226,504.519102047793,16.3573308465864,-0.121910929575444,0.170682270764878,-0.286357510386182,0.387808643085433,0.443890034786604,0.310650621280913,0.348411958571063
"1480","A","4","gpm307c",3284.17,0,1,0,1,0,1,5873.7938984624,-36.3689658230146,855.958620287749,-654.003479308548,535.462425186437,600.871751573187,454.762317154091,492.590186783818,16.3618434698831,-0.157448407919455,0.146544824446779,-0.227719256642256,0.327806296869252,0.37425908539639,0.254248080947658,0.285814430917677
"1481","A","4","npi444",3284.18,0,1,0,1,0,1,5873.79282328223,-36.3690522589028,855.959848801272,-654.003510027291,535.462957497751,600.872265500471,454.763259767905,492.591126035064,16.3618433987489,-0.157448572578116,0.146545004102931,-0.227719193411736,0.327806027491995,0.374258740961484,0.254248166473843,0.285814461061721
"1482","A","4","umc15a",3285.88,0,1,0,1,0,1,5873.65136075393,-59.1929291527964,856.064752396422,-628.169322658333,535.524849513514,600.470793663764,454.821913215855,492.363743585422,16.3618703814368,-0.154668381491299,0.146512636760716,-0.233088839484152,0.328399191166654,0.374480288569579,0.254720360818529,0.286203428219103
"1483","A","4","gpm772a",3287.8,0,1,-1.97494265150113e-13,1,-1.97494265150113e-13,1,6446.11523745025,-396.559171674806,153.026291968594,-171.468706378957,538.8199783881,608.657656136066,458.810091011036,496.359805548078,16.3051279982028,-0.0499200654770882,0.229826560413458,-0.361775410969448,0.367062135282663,0.416942661298043,0.272227249655577,0.306496411166321
"1484","A","4","gpm484b",3290.11,1.97494265150113e-13,0.999999999999901,0,1,1.97494265150113e-13,1,6400.96260857025,-265.360170794888,203.751254771315,-308.25121617831,550.259267985331,621.781351089584,471.267215080571,509.184868513918,16.3028838312947,-0.0248139559124249,0.230218736386969,-0.388228348159657,0.37331729067808,0.42345954540216,0.280047010794505,0.31448010757087
"1485","A","4","umc2187a",3291.78,0,1,0,1,0,1,6398.37026077333,-259.150594021024,206.735351575769,-309.691816145723,549.915242483249,626.217064517913,471.326241849949,510.353881607908,16.3016543723534,-0.00625079577868164,0.231311017547568,-0.400696895387872,0.373879595876139,0.426639079341548,0.280485904139338,0.315487924886744
"1486","A","4","umc1842",3294.88,0,1,0,1,0,1,6136.11387852894,6.25302276959361,508.62539762853,-612.420888450356,558.239164292075,637.768300866263,454.196526975478,493.721427474738,16.3996939224344,-0.0498827091154073,0.132173563744675,-0.361736639178975,0.364274086681357,0.418739535692183,0.27412809145342,0.308946186919231
"1487","A","4","AY109980",3295.48,0,1,-1.97494265150113e-13,1,0,1,6136.15599894443,6.05215960127407,508.523028139259,-612.171752168959,558.262924797986,637.789045986006,454.142945852711,493.667983214639,16.3997809534442,-0.0499559228597569,0.132079093703531,-0.36164826634433,0.364784307133218,0.419325597815486,0.274481605484884,0.30934863414756
"1488","A","4","umc1132",3295.58,1.97494265150113e-13,0.999999999999901,0,1,0,1,6136.15580745276,3.29695694448708,508.523052573607,-609.473772289088,558.262895813948,637.918491851414,454.142714995594,493.714267086209,16.3997810803407,-0.0497189357795167,0.132078903955766,-0.361549762671211,0.365752757625218,0.420518167105951,0.27521021367796,0.310191389870635
"1489","A","4","mbd121",3295.8,0,1,0,1,-1.97494265150113e-13,1,6136.15456729785,0.0469508669066145,508.523218473014,-605.723905824908,558.263163126493,639.352928652858,454.141600251628,494.238099786909,16.3997818932517,-0.0431252028197984,0.132077685934709,-0.367024212479099,0.36045468919826,0.415152644038892,0.271223045708938,0.306045858035598
"1490","A","4","AY105971",3296.38,0,1,-1.97494265150113e-13,1,0,1,6136.14539928973,-99.729198781286,508.532702204917,-511.463523962145,558.262723863514,643.579722602499,454.142702139646,495.492433587431,16.3997758478697,-0.0401767171494068,0.132083062365057,-0.357397605684835,0.360116051677009,0.417324085859577,0.270968239201963,0.306045871659088
"1491","A","4","AY110989",3296.98,0,1,0,1,0,1,6136.1209202143,-128.575834711026,508.564809746342,-486.30671865161,558.265372994492,643.426500466552,454.145166463965,495.242666909175,16.3997875145408,-0.0441592589125096,0.13207029182246,-0.352046771026669,0.34242598531275,0.39690918970334,0.257659804356061,0.290815266245626
"1492","A","4","IDP867",3298.6,0,1,0,1,0,1,5896.92497778832,158.995058242683,772.74609159074,-796.293364845741,574.521638263564,650.236060074948,455.031145315016,494.351628345706,16.4306871210017,-0.103106641602235,0.0796598135772808,-0.282944051675199,0.360947577182892,0.413524658137202,0.273333765403356,0.306859199430936
"1493","A","4","IDP307",3298.82,0,1,0,1,0,1,5896.92860290756,157.348128369251,772.742495218498,-794.752355698783,574.520676979742,650.226650670524,455.029548137018,494.33815623512,16.4306878617809,-0.103408790134831,0.0796590593524318,-0.28249955404456,0.359265631967952,0.4116087247052,0.272059589150544,0.305419902398503
"1494","A","4","rz596b",3299.08,0,1,0,1,0,1,6000.82114258012,41.7675646508562,679.802736419848,-690.600618584314,560.837752666099,636.557353223158,452.899365913766,491.78798105835,16.4269069267375,-0.105454479661942,0.0940417665269284,-0.293033569874773,0.345444081331477,0.396980140764477,0.263838644829587,0.296649934106052
"1495","A","4","IDP324",3309.75,0,1,0,1,0,1,6276.78679626853,-59.8541072576739,306.698598125444,-481.365119021242,624.431482600693,696.596965783037,453.148390045581,492.79869628528,16.4920214444492,-0.146043352177409,0.0426498643124427,-0.268982393400334,0.425914536801713,0.482534415791917,0.302603036768396,0.340497143076981
"1496","A","4","mmp178",3311.08,1.97494265150113e-13,0.999999999999901,1.97494265150113e-13,0.999999999999901,1.97494265150113e-13,1,6265.19392435128,-64.8343507029004,318.507176113752,-480.3450611487,623.293743463895,692.753451335752,451.089317773413,490.218263641989,16.493828388844,-0.16773663833339,0.0404793339906063,-0.24739250273524,0.392414220897619,0.443744278200548,0.27832125283727,0.31319615721113
"1497","A","4","umc2286",3313.78,-1.97494265150113e-13,1,-1.97494265150113e-13,1,-1.97494265150113e-13,1,6305.0630775236,-87.2133191427442,275.310808115767,-453.754933069911,625.24583132696,694.690607161036,448.318760278125,487.746783404913,16.4939568595598,-0.167159368244404,0.0414041808760015,-0.249647202851935,0.417657068391375,0.472093357897961,0.293325103032728,0.330629810349882
"1498","A","4","umc2188",3314.18,0,1,-1.97494265150113e-13,1,0,1,6303.84375465783,-85.6995514222279,276.575443820413,-455.343610812916,625.201323626305,694.619933795989,448.257435019736,487.686994028706,16.4941895939924,-0.167476856244238,0.0411520178905235,-0.249389693818318,0.421132922730242,0.476019407580679,0.295783098008349,0.333409056498902
"1499","A","4","umc52a",3319.08,0,1,0,1,0,1,6552.25335139841,-411.6449389854,30.2094474366573,-130.817680836028,640.586215717565,713.199301873603,461.774999774543,501.866342070889,16.457125705264,-0.115551917150833,0.0769168784022085,-0.289385003528366,0.404485740966796,0.455977938127477,0.281216001974137,0.315778589371352
"1500","A","4","AY110170",3321.58,0,1,0,1,-1.97494265150113e-13,1,6520.75400912147,-379.061781525886,60.0251011765631,-161.220684082689,641.686373670814,714.651215785737,461.070435219208,501.114573590184,16.4649940527373,-0.118899634198179,0.0698739956610021,-0.286457276373523,0.411458470623881,0.46409386097445,0.286055205627429,0.321143904265967
"1501","A","4","IDP2357",3323.45,0,1,0,1,0,1,6511.14686820795,-366.804626256103,69.4051607370852,-172.566710048187,640.238434970972,713.603843700682,459.804820142319,499.738682207161,16.4689902317484,-0.11885662705762,0.0664991780098916,-0.286930287833736,0.428989288423958,0.484240631985781,0.298524666796501,0.335111180453576
"1502","A","4","IDP113",3328.76,0,1,0,1,0,1,7012.71977891653,-789.221643779489,-382.833064687753,205.537700977425,611.778992948751,686.832625941665,441.009977457918,481.68956996741,16.34801954373,0.00266392615432563,0.154734151575418,-0.381395626633667,0.415622828262544,0.466493965435638,0.278166953098103,0.313236822208743
"1503","A","4","IDP4063",3330.71,0,1,0,1,1.97494265150113e-13,1,7012.45755094435,-683.538640542681,-382.570425554258,121.466346804606,611.789036344458,692.57194836467,440.974327803063,482.973470798081,16.3480555633193,0.0182828581411037,0.154705164892264,-0.388460612427152,0.405353907894417,0.457964322415919,0.271269939096956,0.305801145878943
"1504","A","4","IDP513",3331.05,1.97494265150113e-13,0.999999999999901,0,1,0,1,7012.47636645231,-683.50671821339,-382.578560925268,121.434921584622,611.787387843165,692.570225478266,440.968268309689,482.967349758303,16.3480268909813,0.0182980450348833,0.154725110280637,-0.388463217057688,0.405734199441298,0.458393612478531,0.271518367107523,0.306081713305646
"1505","A","4","gpm816",3333.06,-1.97494265150113e-13,1,0,1,0,1,7042.9585828651,-774.169348678126,-392.743334662375,189.343355889663,648.150054486213,728.743340172118,445.459084347963,488.295582496016,16.4031121516732,-0.0178623179871871,0.10605985919308,-0.350423659803273,0.422046700034064,0.475424939462244,0.276820756705712,0.311776228702005
"1506","A","4","gpm449b",3333.2,-1.97494265150113e-13,1,0,1,0,1,7042.23675982299,-782.08956078356,-390.995711991722,195.062115858288,649.525123727355,730.004849212752,444.490995524336,487.311431943335,16.4071378450233,-0.0216186834070991,0.102641386984949,-0.346701642649497,0.4253878291369,0.479183321205129,0.278230675171822,0.313446625177056
"1507","A","4","gpm609",3333.54,0,1,0,1,0,1,7042.15388876013,-779.544336554301,-390.953642866447,193.275536444202,649.553625924072,730.597762088208,444.553914976649,487.643029287914,16.4071431292359,-0.0190438320086794,0.102648678895931,-0.348805984830787,0.42943402353615,0.484061698653702,0.280905479465965,0.316662006129442
"1508","A","4","gpm276b",3339.42,0,1,0,1,0,1,7302.51379351097,-1201.50606988924,-613.667717244434,557.915312123287,591.577869091066,698.41201050731,431.955772235162,481.53236700765,16.2202411919385,0.261964303306901,0.232732356643533,-0.547285341201163,0.42388277220653,0.483952965261874,0.277239434283049,0.313882261153787
"1509","A","4","IDP1422",3339.88,0,1,0,1,0,1,7302.51250795174,-1206.25997514108,-613.666491623726,562.09432086189,591.577790101769,697.906890959591,431.955507038659,481.283500473155,16.2202418911221,0.26065376139083,0.232731775589399,-0.546796798779353,0.42114777138587,0.480530676882644,0.275450544184364,0.311676088163542
"1510","A","4","php10025",3339.89,0,1,0,1,0,1,7302.51246798028,-1206.26011297558,-613.666440273278,562.094450201773,591.577820595002,697.90694816908,431.955516593868,481.283528478162,16.2202419233273,0.260653765364304,0.232731752220558,-0.54679674630268,0.421147697307472,0.480530612149066,0.275450491503127,0.311676043339498
"1511","A","4","gpm353",3340.12,1.97494265150113e-13,0.999999999999901,0,1,1.97494265150113e-13,1,7302.51194430864,-1334.8453182529,-613.665720102214,663.470073931279,591.578367855146,701.59555352425,431.955781027997,482.778043340558,16.2202424766049,0.259753162041851,0.232731321662956,-0.537354900449759,0.41040273923486,0.470375703579825,0.268422775038858,0.304407610547966
"1512","A","4","AY111962",3342.26,0,1,0,1,0,1,7163.39478159675,-1127.10192216916,-464.378887450957,460.468727530085,646.210523295952,746.45527599651,440.755287232761,490.087904787357,16.2984958179714,0.161840079793243,0.173785263457643,-0.457775993715915,0.449681945310854,0.509630125559484,0.28523387151254,0.322072653131501
"1513","A","4","nfd107",3344.28,0,1,0,1,0,1,6966.10527697959,-862.437287769208,-293.479314956556,239.896110741438,614.056297713808,725.876932730568,430.901524593795,483.840798856043,16.1249705541136,0.376070969684181,0.289955642446055,-0.608077368615713,0.462308055892091,0.521755107280958,0.287301397836845,0.324240672469208
"1514","A","4","gpm611",3345.71,0,1,0,1,0,1,7135.64047899361,-1359.78820031756,-450.882256493259,640.147149215266,561.45304399207,688.844703269242,423.857658947624,479.897808194254,16.0510058609201,0.438342370025148,0.347720909071224,-0.64282447355219,0.425668640975344,0.490420914984911,0.272434518282457,0.310249559900682
"1515","A","4","IDP210",3348.31,0,1,0,1,0,1,7135.73861409555,-1394.59064298054,-450.961274318389,662.682160068896,561.415403787626,694.468525585222,423.869271564974,481.334818288391,16.0510393240292,0.46399303607214,0.347710438898515,-0.66184206512243,0.421639977001488,0.48687153529454,0.269885633257304,0.307344893168471
"1516","A","4","IDP1621",3349.81,0,1,0,1,0,1,7135.85083625123,-1210.20186000439,-451.058721814697,533.327855705285,561.407963015973,680.765296118601,423.883983310863,477.245857638409,16.05101304041,0.43658919444471,0.34773418141322,-0.652923819996889,0.427926483385534,0.488797105918881,0.273921293662246,0.310675238625387
"1517","A","4","umc1854",3355.79,1.97494265150113e-13,0.999999999999901,1.97494265150113e-13,0.999999999999901,0,1,7127.0110955331,-1025.06207817237,-445.770148829361,392.932938339839,561.387011887556,672.671585160817,425.281770479313,476.820732875649,16.0499550843296,0.328772097275131,0.349756066347078,-0.548562016857918,0.46305260992318,0.530929064314418,0.297219611371573,0.337638917596975
"1518","A","4","mmp24",3358.69,0,1,0,1,0,1,7126.77598383092,-1016.41132926227,-446.725801232523,386.239734626706,560.941174963372,664.782639843917,425.830674840353,474.963903341736,16.0495727379696,0.293778198717763,0.350706463881821,-0.522948561435867,0.481772668032295,0.549712357394485,0.309773936269604,0.350823609782818
"1519","A","4","gpm321b",3358.77,0,1,0,1,0,1,7126.79718351828,-1016.33920719273,-446.734921858959,386.17405073386,560.942789207784,664.776458055802,425.82536980333,474.96032204403,16.0495769023194,0.293724230374188,0.35069829534933,-0.522907175613996,0.482314728061515,0.550329149820895,0.31011859811397,0.351217263546495
"1520","A","4","mmp134",3359.59,0,1,0,1,0,1,6989.73447147628,-829.341647055459,-320.345293357318,221.482723566507,578.6460396917,681.221295568372,434.772786846354,483.845792027678,16.041312559276,0.295551283589109,0.354642028793602,-0.519981051151966,0.487823435953761,0.554289651425987,0.312441531805513,0.352638622039429
"1521","A","4","npi449b",3361.69,0,1,-1.97494265150113e-13,1,-1.97494265150113e-13,1,6999.501538263,-798.776477348696,-325.817843269275,191.343380042399,579.104205138422,671.453563218451,432.752228869483,478.823082284761,16.0429881219099,0.251371337062176,0.35161579510998,-0.486975313917121,0.453976702872238,0.51182475981278,0.28942395628282,0.325608490602549
"1522","A","4","gpm602b",3361.74,0,1,0,1,0,1,6999.72475436194,-797.996921707135,-325.939680537664,190.611105817615,579.11494672428,671.348813964901,432.702321621981,478.721365126179,16.0430371580638,0.251046439150903,0.351537282156007,-0.486742393230185,0.452734170987475,0.510358257988713,0.288598531082718,0.324646361698062
"1523","A","4","umc1650",3362.19,0,1,0,1,0,1,7135.30582406693,-984.852987164158,-450.585773810773,355.425782248462,561.444068259069,654.785066969386,423.813232397492,469.846483606134,16.0511398357337,0.250378088242278,0.347619774217,-0.490160466067342,0.474423912873783,0.536827724768096,0.303622015336368,0.342627308831402
"1524","A","4","IDP28",3362.29,0,1,0,1,0,1,7135.3075911245,-984.855173957886,-450.587251219676,355.42762474042,561.443812005484,654.784836967056,423.812788476782,469.846043186271,16.0511402137376,0.25037793708616,0.347619366527086,-0.49016023052013,0.474425000084575,0.536828987609345,0.303622539250226,0.34262793849923
"1525","A","4","umc1803",3362.3,1.97494265150113e-13,0.999999999999901,0,1,0,1,7135.30750491184,-984.855169439127,-450.587207307224,355.427644708907,561.443796778989,654.784822673881,423.812802506367,469.846056198749,16.0511401561105,0.250377977913583,0.347619419267305,-0.490160268389761,0.47442515470299,0.536829162591185,0.303622649846788,0.342628060959276
"1526","A","4","asg22",3363.4,1.97494265150113e-13,0.999999999999901,0,1,0,1,7124.97173917867,-969.986554535248,-440.660320720734,341.988668973455,563.304071105438,656.952006847881,425.019611715213,471.221299576316,16.0507985033738,0.252040102814944,0.347778635806684,-0.491263396151811,0.469535396698595,0.53134679040713,0.300486658024419,0.339130538036659
"1527","A","4","AY107200",3368.34,0,1,0,1,0,1,7121.55137856096,-992.930108081633,-441.690957397096,363.573311964285,560.299394552411,654.624474270362,426.890470662241,473.160892226285,16.0421867008595,0.264866202811264,0.355505073150994,-0.502934027816512,0.494256596464614,0.559373648103402,0.318268533307927,0.358959047307997
"1528","A","4","AY109933",3373.1,0,1,0,1,0,1,5860.26113717914,433.935694414965,650.09352188596,-868.00998578485,610.261248893652,690.45913790669,449.930502078893,492.950622910506,16.3008561830583,-0.0460082941031236,0.180814668961384,-0.289294650397605,0.500229747004565,0.569403420392847,0.338830164901625,0.382023809371877
"1529","A","4","IDP3866",3376.04,0,1,0,1,0,1,5864.02491491877,520.565962718194,661.130268552159,-961.819937476029,577.347028830202,652.877744746785,435.051704494022,476.269431927528,16.26115463156,-0.0620589782786143,0.211132791050916,-0.275969687699918,0.421136160875766,0.479542662416624,0.285116744463841,0.321994773369038
"1530","A","4","IDP1949",3376.05,-1.97494265150113e-13,1,-1.97494265150113e-13,1,0,1,5864.02447904808,520.56669301902,661.130503299097,-961.820390638566,577.347086102499,652.877793887273,435.051613952757,476.269342127301,16.2611548039793,-0.06205920216481,0.211132577916246,-0.275969432868991,0.421137386353494,0.479544058450909,0.285117513758674,0.321995650777223
"1531","A","4","AY110064",3376.81,0,1,0,1,0,1,5863.84814988661,520.772679513223,661.266455316134,-961.974562534191,577.361352265094,652.89545307,435.050817375951,476.271298435852,16.261147483128,-0.0620407479883392,0.211123099939992,-0.27596774475231,0.421205554962956,0.47962261518179,0.285157694042982,0.322043128913673
"1532","A","4","umc2287",3379.51,0,1,0,1,0,1,5751.99974084802,590.97832962897,779.632104543702,-1050.21353704133,581.021818023735,653.467081795494,437.371673288877,478.251385759689,16.2908610666814,-0.108085815731946,0.182097627300829,-0.231907976996233,0.395157166167528,0.449795708786528,0.271171901494494,0.306045482918137
"1533","A","4","chb102",3380.17,0,1,0,1,0,1,5721.97456503146,608.666232242416,812.069310910955,-1073.15564501993,579.061889295058,650.712813765452,434.929060719238,475.556299390939,16.2952719600169,-0.115936030961812,0.176541539849359,-0.223069435966645,0.406893278370749,0.463052513484602,0.279265082024981,0.315128961070358
"1534","A","4","mbd116",3383.2,0,1,0,1,0,1,5718.96233046329,439.969997099699,813.456401838818,-922.715857673478,579.438542748969,655.07536582042,434.166312264527,475.701913059906,16.2965573890346,-0.0841673032533234,0.174886115678763,-0.245377107611454,0.387278607341979,0.441995069156819,0.265367213578998,0.299745636488797
